,id,PlayerName,DraftAge,Country,country_group,Height,Weight,Position,DraftYear,Overall,CSS_rank,rs_GP,rs_G,rs_A,rs_P,rs_PIM,rs_PlusMinus,po_GP,po_G,po_A,po_P,po_PIM,sum_7yr_GP,sum_7yr_TOI,GP_greater_than_0,rs_ppg,po_ppg,cescin,rs_gaa,po_gaa
1372,8467885,Denis Shvidki,19,UKR,EURO,74,210,R,1999,12,5,68,36,63,99,8,0,12,7,9,16,2,76,895,yes,1.4558823529411764,1.3333333333333333,31.35,21.808695652173913,5.721739130434782
1373,8467886,Jani Rita,18,FIN,EURO,73,206,L,1999,13,5,64,12,15,27,47,0,6,1,1,2,8,66,574,yes,0.421875,0.3333333333333333,31.35,-2.1913043478260867,-0.2782608695652173
1374,8467887,Jeff Jillson,19,USA,USA,75,215,D,1999,14,11,44,5,19,24,77,0,0,0,0,0,0,140,2237,yes,0.5454545454545454,0.0,14.85,-9.191304347826087,-1.2782608695652171
1375,8467889,David Tanabe,19,USA,USA,73,212,D,1999,16,27,41,10,13,23,48,0,0,0,0,0,0,371,6967,yes,0.5609756097560976,0.0,36.45,-4.191304347826087,-1.2782608695652171
1376,8467890,Barret Jackman,18,CAN,CAN,72,203,D,1999,17,15,73,9,37,46,259,0,0,0,0,0,0,161,3117,yes,0.6301369863013698,0.0,20.25,-5.191304347826087,-1.2782608695652171
1377,8467891,Konstantin Koltsov,18,BLR,EURO,72,218,L,1999,18,9,63,13,10,23,62,0,1,0,0,0,2,144,2079,yes,0.36507936507936506,0.0,56.42999999999999,-1.1913043478260867,-1.2782608695652171
1378,8467892,Kirill Safronov,18,RUS,EURO,74,215,D,1999,19,6,56,3,6,9,62,0,0,0,0,0,0,35,530,yes,0.16071428571428573,0.0,37.62,-11.191304347826087,-1.2782608695652171
1379,8467893,Barrett Heisten,19,USA,USA,73,200,L,1999,20,14,40,14,20,34,80,0,0,0,0,0,0,10,76,yes,0.85,0.0,18.9,-0.19130434782608674,-1.2782608695652171
1380,8467896,Steve McCarthy,18,CAN,CAN,73,210,D,1999,23,13,60,19,34,53,79,0,6,0,5,5,8,201,3125,yes,0.8833333333333333,0.8333333333333334,17.55,4.808695652173913,-1.2782608695652171
1381,8467898,Mikhail Kuleshov,18,RUS,EURO,75,220,L,1999,25,8,50,11,10,21,54,0,3,0,0,0,4,3,34,yes,0.42,0.0,50.16,-3.1913043478260867,-1.2782608695652171
1382,8467899,Martin Havlat,18,CZE,EURO,74,210,R,1999,26,3,61,32,30,62,12,0,8,0,0,0,0,298,4632,yes,1.0163934426229508,0.0,18.81,17.808695652173913,-1.2782608695652171
1383,8467901,Kristian Kudroc,18,SVK,EURO,79,255,D,1999,28,17,24,0,4,4,23,0,0,0,0,0,0,26,232,yes,0.16666666666666666,0.0,106.59,-14.191304347826087,-1.2782608695652171
1384,8467902,Michal Sivek,18,CZE,EURO,75,213,C,1999,29,7,48,8,13,21,50,0,0,0,0,0,0,38,497,yes,0.4375,0.0,43.89,-6.191304347826088,-1.2782608695652171
1385,8467903,Luke Sellars,18,CAN,CAN,73,210,D,1999,30,21,60,5,19,24,93,0,13,2,2,4,13,1,3,yes,0.4,0.3076923076923077,28.35,-9.191304347826087,0.7217391304347827
1387,8467905,Michael Ryan,19,USA,USA,73,188,C,1999,32,38,21,20,24,44,22,0,0,0,0,0,0,0,0,no,2.095238095238096,0.0,51.3,5.808695652173912,-1.2782608695652171
1388,8467906,Jonas Andersson,18,SWE,EURO,75,204,R,1999,33,33,45,8,13,21,24,0,0,0,0,0,0,5,46,yes,0.4666666666666667,0.0,206.91,-6.191304347826088,-1.2782608695652171
1389,8467907,Ross Lupaschuk,18,CAN,CAN,73,218,D,1999,34,28,67,8,20,28,127,0,14,4,9,13,16,3,49,yes,0.41791044776119396,0.9285714285714286,37.8,-6.191304347826088,2.7217391304347824
1390,8467908,Milan Bartovic,18,SVK,EURO,71,197,R,1999,35,20,53,41,37,78,68,0,6,9,3,12,10,50,538,yes,1.4716981132075468,2.0,125.4,26.808695652173913,7.721739130434782
1391,8467909,Alexei Semenov,18,RUS,EURO,78,245,D,1999,36,75,47,0,4,4,48,0,2,0,0,0,4,119,2019,yes,0.0851063829787234,0.0,470.25,-14.191304347826087,-1.2782608695652171
1392,8467910,Nolan Yonkman,18,CAN,CAN,78,247,D,1999,37,31,61,1,6,7,129,0,6,0,0,0,6,50,457,yes,0.11475409836065575,0.0,41.85,-13.191304347826087,-1.2782608695652171
1393,8467914,Tony Salmelainen,18,FIN,EURO,69,185,L,1999,41,13,43,29,24,53,79,0,2,1,2,3,12,13,125,yes,1.2325581395348837,1.5,81.50999999999998,14.808695652173913,-0.2782608695652173
1394,8467915,Mike Commodore,20,CAN,CAN,76,227,D,1999,42,24,39,5,8,13,154,0,0,0,0,0,0,147,2090,yes,0.3333333333333333,0.0,32.40000000000001,-9.191304347826087,-1.2782608695652171
1395,8467917,Jordan Leopold,19,USA,USA,73,206,D,1999,44,16,45,7,17,24,20,0,0,0,0,0,0,214,4667,yes,0.5333333333333333,0.0,21.6,-7.191304347826088,-1.2782608695652171
1396,8467918,Martin Grenier,19,CAN,CAN,77,245,D,1999,45,22,60,7,18,25,479,0,13,0,4,4,29,15,97,yes,0.4166666666666667,0.3076923076923077,29.700000000000006,-7.191304347826088,-1.2782608695652171
1397,8467920,Sheldon Keefe,19,CAN,CAN,71,185,R,1999,47,26,66,51,65,116,140,0,10,5,5,10,31,125,1278,yes,1.7575757575757576,1.0,35.1,36.8086956521739,3.7217391304347824
1398,8467922,Brett Lysak,19,CAN,CAN,72,190,C,1999,49,12,61,39,49,88,84,0,0,0,0,0,0,2,7,yes,1.4426229508196722,0.0,16.200000000000006,24.808695652173913,-1.2782608695652171
1399,8467924,Matt Murley,20,USA,USA,74,206,L,1999,51,23,36,17,32,49,32,0,0,0,0,0,0,59,682,yes,1.3611111111111112,0.0,31.05,2.8086956521739133,-1.2782608695652171
1400,8467925,Adam Hall,19,USA,USA,74,212,R,1999,52,45,42,16,8,24,76,0,0,0,0,0,0,234,3671,yes,0.5714285714285714,0.0,60.75000000000001,1.8086956521739133,-1.2782608695652171
1401,8467926,Brad Ralph,19,CAN,CAN,74,198,L,1999,53,33,67,31,44,75,93,0,14,7,7,14,10,1,5,yes,1.1194029850746268,1.0,44.55,16.808695652173913,5.721739130434782
1402,8467927,Andrew Hutchinson,19,USA,USA,74,195,D,1999,54,40,37,3,12,15,26,0,0,0,0,0,0,54,674,yes,0.40540540540540543,0.0,54.0,-11.191304347826087,-1.2782608695652171
1403,8467928,Doug Janik,19,USA,USA,74,211,D,1999,55,17,41,4,13,17,46,0,0,0,0,0,0,10,80,yes,0.4146341463414634,0.0,22.950000000000006,-10.191304347826087,-1.2782608695652171
1404,8467931,Matt Carkner,19,CAN,CAN,77,229,D,1999,58,25,60,2,16,18,173,0,5,0,0,0,20,1,6,yes,0.3,0.0,33.75,-12.191304347826087,-1.2782608695652171
1406,8467939,Dan Jancevski,18,CAN,CAN,75,222,D,1999,66,43,68,2,12,14,115,0,25,1,7,8,24,2,18,yes,0.2058823529411765,0.32,58.05,-12.191304347826087,-0.2782608695652173
1407,8467941,Zdenek Blatny,18,CZE,EURO,73,195,L,1999,68,36,44,18,15,33,25,0,11,4,0,4,24,25,235,yes,0.75,0.3636363636363637,225.72,3.808695652173913,2.7217391304347824
1408,8467943,Niklas Hagman,20,FIN,EURO,70,205,L,1999,70,48,52,9,17,26,61,0,4,1,0,1,0,317,4295,yes,0.5,0.25,300.96,-5.191304347826087,-0.2782608695652173
1409,8467944,Jason Jaspers,18,CAN,CAN,71,207,C,1999,71,61,68,28,33,61,81,0,4,2,1,3,13,9,81,yes,0.8970588235294118,0.75,82.35000000000002,13.808695652173913,0.7217391304347827
1410,8467949,Frantisek Kaberle,26,CZE,EURO,72,190,D,1999,76,192,57,18,21,39,4,0,13,2,5,7,8,386,8232,yes,0.6842105263157895,0.5384615384615384,1203.84,3.808695652173913,0.7217391304347827
1411,8467951,Mattias Weinhandl,19,SWE,EURO,72,195,R,1999,78,19,44,20,23,43,32,0,5,4,3,7,4,170,1952,yes,0.9772727272727272,1.4,119.13,5.808695652173912,2.7217391304347824
1412,8467956,Niclas Havelid,26,SWE,EURO,72,200,D,1999,83,192,50,10,12,22,42,0,8,0,4,4,10,392,8503,yes,0.44,0.5,1203.84,-4.191304347826087,-1.2782608695652171
1413,8467957,Brad Fast,19,CAN,CAN,72,185,D,1999,84,191,59,27,46,73,0,0,0,0,0,0,0,1,21,yes,1.2372881355932204,0.0,257.85,12.808695652173913,-1.2782608695652171
1414,8467958,Peter Smrek,20,SVK,EURO,73,205,D,1999,85,86,58,6,27,33,63,0,14,2,7,9,8,28,429,yes,0.5689655172413793,0.6428571428571429,539.2199999999998,-8.191304347826087,0.7217391304347827
1415,8467961,Jimmie Olvestad,19,SWE,EURO,73,194,L,1999,88,65,50,3,5,8,24,0,4,0,0,0,8,111,1422,yes,0.16,0.0,407.55,-11.191304347826087,-1.2782608695652171
1417,8467964,Mike Comrie,19,CAN,CAN,70,185,C,1999,91,34,42,19,25,44,38,0,0,0,0,0,0,321,5184,yes,1.0476190476190477,0.0,45.90000000000001,4.808695652173913,-1.2782608695652171
1418,8467966,Branko Radivojevic,19,SVK,EURO,72,208,R,1999,93,68,68,20,38,58,61,0,21,7,17,24,18,238,3159,yes,0.8529411764705882,1.1428571428571428,426.36,5.808695652173912,5.721739130434782
1419,8467967,Chris Kelly,19,CAN,CAN,72,190,C,1999,94,35,68,36,41,77,60,0,25,9,17,26,22,86,1048,yes,1.1323529411764706,1.04,47.25,21.808695652173913,7.721739130434782
1420,8467969,Mathias Tjarnqvist,20,SWE,EURO,74,196,L,1999,96,192,40,19,20,39,48,0,5,4,1,5,4,51,444,yes,0.975,1.0,1203.84,4.808695652173913,2.7217391304347824
1421,8467974,Juraj Kolnik,19,SVK,EURO,71,195,R,1999,101,90,62,42,42,84,40,0,11,9,6,15,6,176,2418,yes,1.3548387096774193,1.3636363636363635,564.3,27.808695652173913,7.721739130434782
1422,8467977,Brian McGrattan,18,CAN,CAN,76,235,R,1999,104,85,59,8,13,21,168,0,4,0,0,0,8,60,253,yes,0.3559322033898305,0.0,114.75,-6.191304347826088,-1.2782608695652171
1423,8467988,Ryan Malone,20,USA,USA,76,224,L,1999,115,62,51,14,22,36,81,0,12,2,4,6,23,158,2922,yes,0.7058823529411765,0.5,83.7,-0.19130434782608674,0.7217391304347827
1424,8468000,Kaspars Astashenko,24,LVA,EURO,73,206,D,1999,127,192,76,3,12,15,170,0,3,0,2,2,6,23,237,yes,0.1973684210526316,0.6666666666666666,1203.84,-11.191304347826087,-1.2782608695652171
1425,8468001,Derek MacKenzie,18,CAN,CAN,71,181,C,1999,128,41,68,22,65,87,74,0,4,2,4,6,2,24,166,yes,1.2794117647058822,1.5,55.35,7.808695652173912,0.7217391304347827
1426,8468003,Justin Mapletoft,18,CAN,CAN,73,202,C,1999,130,53,72,24,22,46,81,0,0,0,0,0,0,38,301,yes,0.6388888888888888,0.0,71.55000000000003,9.808695652173913,-1.2782608695652171
1427,8468005,Roman Tvrdon,18,SVK,EURO,73,197,C,1999,132,68,56,24,27,51,24,0,6,4,4,8,4,9,96,yes,0.9107142857142856,1.3333333333333333,426.36,9.808695652173913,2.7217391304347824
1428,8468025,Jordan Krestanovich,18,CAN,CAN,72,170,L,1999,152,113,62,6,13,19,10,0,20,3,8,11,4,22,211,yes,0.3064516129032258,0.55,152.55,-8.191304347826087,1.7217391304347829
1429,8468028,Niko Dimitrakos,20,USA,USA,71,193,R,1999,155,156,35,8,19,27,33,0,0,0,0,0,0,153,1946,yes,0.7714285714285715,0.0,210.6,-6.191304347826088,-1.2782608695652171
1430,8468035,Timo Helbling,18,CHE,EURO,75,224,D,1999,162,47,79,6,10,16,159,0,6,1,3,4,35,9,93,yes,0.20253164556962025,0.6666666666666666,294.69,-8.191304347826087,-0.2782608695652173
1431,8468036,Bjorn Melin,18,SWE,EURO,73,205,R,1999,163,39,33,13,9,22,52,0,0,0,0,0,0,0,0,no,0.6666666666666666,0.0,244.53,-1.1913043478260867,-1.2782608695652171
1432,8468047,Damian Surma,18,USA,USA,70,200,L,1999,174,192,65,17,15,32,62,0,11,3,6,9,15,2,16,yes,0.4923076923076923,0.8181818181818182,259.20000000000005,2.8086956521739133,1.7217391304347829
1434,8468056,Riku Hahl,19,FIN,EURO,73,205,C,1999,183,46,41,0,3,3,8,0,10,0,3,3,2,92,1015,yes,0.07317073170731707,0.3,288.42,-14.191304347826087,-1.2782608695652171
1435,8468064,Martin Erat,18,CZE,EURO,72,196,R,1999,191,23,46,21,25,46,14,0,0,0,0,0,0,263,3717,yes,1.0,0.0,144.20999999999995,6.808695652173912,-1.2782608695652171
1436,8468081,Vaclav Pletka,20,CZE,EURO,71,182,L,1999,208,56,26,17,6,23,26,0,10,2,1,3,0,1,12,yes,0.8846153846153846,0.3,351.12,2.8086956521739133,0.7217391304347827
1437,8468082,Layne Ulmer,19,CAN,CAN,72,193,C,1999,209,60,72,40,35,75,34,0,6,2,1,3,4,1,9,yes,1.0416666666666667,0.5,81.0,25.808695652173913,0.7217391304347827
1438,8468083,Henrik Zetterberg,19,SWE,EURO,72,197,L,1999,210,41,37,15,13,28,2,0,4,2,1,3,2,217,3859,yes,0.7567567567567568,0.75,257.07,0.8086956521739133,0.7217391304347827
1439,8468085,Radim Vrbata,18,CZE,EURO,73,194,R,1999,212,48,54,22,38,60,16,0,23,6,13,19,6,269,3868,yes,1.1111111111111112,0.8260869565217391,300.96,7.808695652173912,4.721739130434782
1440,8468086,Alexandre Giroux,18,CAN,CAN,75,208,L,1999,213,108,67,15,22,37,124,0,22,2,2,4,8,1,3,yes,0.5522388059701493,0.18181818181818185,145.8,0.8086956521739133,0.7217391304347827
1441,8468090,Garnet Exelby,18,CAN,CAN,73,215,D,1999,217,82,61,5,3,8,91,0,0,0,0,0,0,161,2832,yes,0.13114754098360654,0.0,110.7,-9.191304347826087,-1.2782608695652171
1442,8468094,Colin Hemingway,19,CAN,CAN,72,170,L,1999,221,192,59,40,64,104,52,0,0,0,0,0,0,3,22,yes,1.7627118644067796,0.0,259.20000000000005,25.808695652173913,-1.2782608695652171
1443,8468095,George Parros,20,USA,USA,77,224,R,1999,222,186,54,30,20,50,126,0,0,0,0,0,0,55,271,yes,0.925925925925926,0.0,251.1,15.808695652173913,-1.2782608695652171
1444,8468101,Radek Martinek,23,CZE,EURO,72,205,D,1999,228,192,52,12,13,25,50,0,3,0,2,2,0,210,3587,yes,0.4807692307692308,0.6666666666666666,1203.84,-2.1913043478260867,-1.2782608695652171
1445,8468103,Petr Tenkrat,22,CZE,EURO,72,201,R,1999,230,192,50,21,14,35,32,0,0,0,0,0,0,113,1390,yes,0.7,0.0,1203.84,6.808695652173912,-1.2782608695652171
1446,8468105,Alexander Khavanov,27,RUS,EURO,74,205,D,1999,232,192,51,2,8,10,22,0,22,1,5,6,39,348,6741,yes,0.19607843137254904,0.2727272727272727,1203.84,-12.191304347826087,-0.2782608695652173
1447,8468107,Goran Bezina,19,HRV,EURO,74,225,D,1999,234,192,72,12,7,19,80,0,4,0,0,0,2,3,16,yes,0.2638888888888889,0.0,1203.84,-2.1913043478260867,-1.2782608695652171
1448,8468112,Pierre Hedin,21,SWE,EURO,73,198,D,1999,239,192,41,6,5,11,28,0,13,1,1,2,12,3,58,yes,0.2682926829268293,0.15384615384615385,1203.84,-8.191304347826087,-0.2782608695652173
1449,8468113,Jeff Finger,20,USA,USA,73,209,D,1999,240,149,54,11,28,39,199,0,6,0,3,3,14,0,0,no,0.7222222222222222,0.5,201.15,-3.1913043478260867,-1.2782608695652171
1450,8468114,Douglas Murray,19,SWE,EURO,75,240,D,1999,241,112,60,17,47,64,62,0,0,0,0,0,0,34,471,yes,1.0666666666666669,0.0,702.24,2.8086956521739133,-1.2782608695652171
1451,8468118,Tommi Santala,20,FIN,EURO,75,210,C,1999,245,77,61,20,26,46,34,0,12,1,3,4,22,33,334,yes,0.7540983606557377,0.3333333333333333,482.79,5.808695652173912,-0.2782608695652173
1452,8468120,Mikko Eloranta,27,FIN,EURO,72,190,L,1999,247,192,62,20,23,43,109,0,10,1,6,7,26,264,3132,yes,0.6935483870967742,0.7,1203.84,5.808695652173912,-0.2782608695652173
1453,8468121,Darren Haydar,20,CAN,CAN,69,170,R,1999,248,142,41,31,30,61,34,0,0,0,0,0,0,2,18,yes,1.4878048780487805,0.0,191.7,16.808695652173913,-1.2782608695652171
1454,8468123,Noah Clarke,20,USA,USA,69,190,L,1999,250,192,52,31,32,63,47,0,13,8,2,10,16,7,56,yes,1.2115384615384617,0.7692307692307693,259.20000000000005,16.808695652173913,6.721739130434782
1455,8468130,Hannes Hyvonen,24,FIN,EURO,74,200,R,1999,257,192,52,23,18,41,74,0,4,2,1,3,2,42,395,yes,0.7884615384615384,0.75,1203.84,8.808695652173913,0.7217391304347827
1456,8468161,Brandon Reid,19,CAN,CAN,69,180,C,2000,208,75,75,51,88,139,14,0,16,10,14,24,4,13,131,yes,1.8533333333333333,1.5,101.25,37.1259842519685,8.933070866141733
1458,8468482,Dany Heatley,19,DEU,EURO,75,212,L,2000,2,1,49,32,32,64,36,0,0,0,0,0,0,354,7393,yes,1.3061224489795915,0.0,6.27,18.125984251968504,-1.0669291338582678
1459,8468483,Marian Gaborik,18,SVK,EURO,73,205,R,2000,3,4,63,34,24,58,46,0,5,1,2,3,2,408,7139,yes,0.9206349206349206,0.6,25.08,20.125984251968504,-0.06692913385826782
1460,8468484,Rostislav Klesla,18,CZE,EURO,75,215,D,2000,4,2,67,16,29,45,174,0,6,1,1,2,21,328,6584,yes,0.6716417910447762,0.3333333333333333,12.54,2.125984251968504,-0.06692913385826782
1461,8468485,Raffi Torres,19,CAN,CAN,72,215,L,2000,5,6,68,43,48,91,40,0,6,5,2,7,23,275,3518,yes,1.338235294117647,1.1666666666666667,8.100000000000001,29.125984251968504,3.933070866141733
1462,8468486,Scott Hartnell,18,CAN,CAN,74,215,L,2000,6,3,62,27,55,82,124,0,6,3,2,5,6,436,6612,yes,1.3225806451612905,0.8333333333333334,4.050000000000002,13.125984251968505,1.933070866141732
1463,8468487,Lars Jonsson,18,SWE,EURO,73,198,D,2000,7,11,45,16,22,38,56,0,2,0,0,0,0,8,99,yes,0.8444444444444444,0.0,68.97,2.125984251968504,-1.0669291338582678
1464,8468488,Nikita Alexeev,19,RUS,EURO,78,227,R,2000,8,7,64,24,29,53,42,0,13,4,3,7,6,159,1993,yes,0.828125,0.5384615384615384,43.89,10.125984251968504,2.9330708661417324
1465,8468490,Mikhail Yakubov,18,RUS,EURO,75,202,C,2000,10,2,36,16,26,42,18,0,0,0,0,0,0,53,634,yes,1.1666666666666667,0.0,12.54,2.125984251968504,-1.0669291338582678
1466,8468491,Pavel Vorobiev,18,KAZ,EURO,72,194,R,2000,11,1,58,24,22,46,36,0,10,2,2,4,0,57,788,yes,0.7931034482758621,0.4,6.27,10.125984251968504,0.9330708661417322
1467,8468492,Alexei Smirnov,18,RUS,EURO,75,215,L,2000,12,3,54,11,12,23,74,0,0,0,0,0,0,52,446,yes,0.4259259259259259,0.0,18.81,-2.8740157480314963,-1.0669291338582678
1468,8468493,Ron Hainsey,19,USA,USA,75,210,D,2000,13,9,37,4,9,13,24,0,0,0,0,0,0,167,3215,yes,0.35135135135135137,0.0,12.15,-9.874015748031496,-1.0669291338582678
1469,8468494,Vaclav Nedorost,18,CZE,EURO,73,190,C,2000,14,6,65,16,15,31,16,0,3,0,0,0,0,99,1065,yes,0.476923076923077,0.0,37.62,2.125984251968504,-1.0669291338582678
1470,8468496,Marcel Hossa,19,SVK,EURO,75,220,L,2000,16,20,67,24,30,54,66,0,0,0,0,0,0,187,2294,yes,0.8059701492537313,0.0,125.4,10.125984251968504,-1.0669291338582678
1471,8468497,Alexei Mikhnov,18,UKR,EURO,77,200,L,2000,17,19,53,24,17,41,10,0,0,0,0,0,0,2,14,yes,0.7735849056603774,0.0,119.13,10.125984251968504,-1.0669291338582678
1472,8468498,Brooks Orpik,20,USA,USA,75,219,D,2000,18,4,45,2,10,12,108,0,0,0,0,0,0,219,3932,yes,0.26666666666666666,0.0,5.4,-11.874015748031495,-1.0669291338582678
1473,8468499,Krys Kolanos,19,CAN,CAN,74,195,C,2000,19,27,42,16,16,32,48,0,0,0,0,0,0,115,1476,yes,0.7619047619047619,0.0,36.45,2.125984251968504,-1.0669291338582678
1474,8468500,Alex Frolov,18,RUS,EURO,74,210,L,2000,20,7,52,38,22,60,52,0,0,0,0,0,0,307,5429,yes,1.1538461538461535,0.0,43.89,24.125984251968504,-1.0669291338582678
1475,8468501,Anton Volchenkov,18,RUS,EURO,73,220,D,2000,21,10,42,3,10,13,52,0,0,0,0,0,0,229,4145,yes,0.30952380952380953,0.0,62.7,-10.874015748031496,-1.0669291338582678
1476,8468502,David Hale,19,USA,USA,73,222,D,2000,22,25,54,6,18,24,187,0,5,0,2,2,6,157,2024,yes,0.4444444444444444,0.4,33.75,-7.874015748031495,-1.0669291338582678
1477,8468503,Nathan Smith,18,CAN,CAN,74,206,C,2000,23,13,70,21,28,49,72,0,12,1,6,7,4,4,31,yes,0.7,0.5833333333333334,17.55,7.125984251968505,-0.06692913385826782
1478,8468504,Brad Boyes,18,CAN,CAN,72,199,R,2000,24,5,71,36,49,85,42,0,13,6,8,14,10,164,2632,yes,1.1971830985915493,1.0769230769230769,6.75,22.125984251968504,4.9330708661417315
1479,8468505,Steve Ott,18,CAN,CAN,72,193,C,2000,25,12,66,23,39,62,131,0,12,3,5,8,21,200,2124,yes,0.9393939393939394,0.6666666666666666,16.200000000000006,9.125984251968504,1.933070866141732
1480,8468506,Brian Sutherby,18,CAN,CAN,74,208,C,2000,26,8,47,18,17,35,102,0,4,1,1,2,12,254,3047,yes,0.7446808510638298,0.5,10.8,4.125984251968505,-0.06692913385826782
1481,8468507,Martin Samuelsson,18,SWE,EURO,74,197,L,2000,27,9,31,15,13,28,28,0,2,1,0,1,2,14,128,yes,0.9032258064516128,0.5,56.42999999999999,1.1259842519685035,-0.06692913385826782
1482,8468508,Justin Williams,19,CAN,CAN,73,188,R,2000,28,19,68,37,46,83,46,0,23,14,16,30,10,422,7301,yes,1.2205882352941178,1.3043478260869563,25.65,23.125984251968504,12.933070866141732
1483,8468509,Niklas Kronwall,19,SWE,EURO,72,194,D,2000,29,26,44,6,5,11,26,0,8,0,0,0,8,115,2235,yes,0.25,0.0,163.01999999999995,-7.874015748031495,-1.0669291338582678
1484,8468510,Jeff Taffe,19,USA,USA,75,207,L,2000,30,10,46,11,14,25,24,0,0,0,0,0,0,100,1148,yes,0.5434782608695652,0.0,13.5,-2.8740157480314963,-1.0669291338582678
1485,8468512,Tomas Kurka,19,CZE,EURO,71,190,L,2000,32,16,64,36,28,64,37,0,17,7,6,13,6,17,236,yes,1.0,0.7647058823529411,100.32,22.125984251968504,5.933070866141733
1486,8468513,Nick Schultz,18,CAN,CAN,73,203,D,2000,33,68,75,11,34,45,38,0,6,0,3,3,2,367,6902,yes,0.6,0.5,91.8,-2.8740157480314963,-1.0669291338582678
1487,8468515,Brad Winchester,19,USA,USA,77,230,L,2000,35,36,40,9,9,18,54,0,0,0,0,0,0,78,592,yes,0.45,0.0,48.6,-4.874015748031495,-1.0669291338582678
1488,8468517,Andy Hilbert,19,USA,USA,70,188,L,2000,37,29,42,18,16,34,39,0,0,0,0,0,0,166,1934,yes,0.8095238095238095,0.0,39.15000000000001,4.125984251968505,-1.0669291338582678
1489,8468518,Tomas Kopecky,18,SVK,EURO,75,210,R,2000,38,211,74,11,15,26,64,0,5,0,0,0,0,27,199,yes,0.35135135135135137,0.0,1322.9699999999998,-2.8740157480314963,-1.0669291338582678
1490,8468520,Kurtis Foster,19,CAN,CAN,77,225,D,2000,40,26,68,6,18,24,116,0,5,1,2,3,4,120,2182,yes,0.35294117647058826,0.6,35.1,-7.874015748031495,-0.06692913385826782
1491,8468523,Matt Pettinger,20,CAN,CAN,73,205,L,2000,43,24,53,20,12,32,94,0,11,2,6,8,30,278,3658,yes,0.6037735849056604,0.7272727272727273,32.40000000000001,6.125984251968505,0.9330708661417322
1493,8468527,Jared Aulin,18,CAN,CAN,72,192,C,2000,47,39,57,17,38,55,70,0,4,0,1,1,6,17,169,yes,0.9649122807017544,0.25,52.65000000000001,3.125984251968504,-1.0669291338582678
1494,8468529,Jonas Nordqvist,18,SWE,EURO,75,202,C,2000,49,211,46,17,30,47,32,0,6,3,5,8,2,3,42,yes,1.0217391304347827,1.3333333333333333,1322.9699999999998,3.125984251968504,1.933070866141732
1495,8468531,Kris Vernarsky,18,USA,USA,75,207,C,2000,51,21,64,16,22,38,63,0,19,3,6,9,24,17,164,yes,0.59375,0.4736842105263158,28.35,2.125984251968504,1.933070866141732
1496,8468532,Shane Endicott,19,CAN,CAN,75,209,C,2000,52,11,70,23,32,55,62,0,7,1,6,7,6,45,514,yes,0.7857142857142857,1.0,14.85,9.125984251968504,-0.06692913385826782
1497,8468534,Andreas Lilja,25,SWE,EURO,75,220,D,2000,54,211,49,8,11,19,88,0,6,0,0,0,8,319,5716,yes,0.3877551020408163,0.0,1322.9699999999998,-5.874015748031495,-1.0669291338582678
1498,8468535,Antoine Vermette,18,CAN,CAN,73,198,C,2000,55,15,71,30,41,71,87,0,6,0,1,1,6,216,2922,yes,1.0,0.16666666666666666,20.25,16.125984251968504,-1.0669291338582678
1499,8468536,Aleksander Suglobov,18,RUS,EURO,72,200,R,2000,56,211,38,23,10,33,0,0,0,0,0,0,0,18,148,yes,0.8684210526315791,0.0,1322.9699999999998,9.125984251968504,-1.0669291338582678
1500,8468539,Ivan Huml,19,CZE,EURO,74,200,L,2000,59,56,49,53,51,104,72,0,0,0,0,0,0,49,604,yes,2.122448979591837,0.0,351.12,39.1259842519685,-1.0669291338582678
1501,8468541,Jakub Cutta,19,CZE,EURO,75,214,D,2000,61,30,71,2,12,14,114,0,12,0,2,2,24,8,109,yes,0.19718309859154928,0.16666666666666666,188.1,-11.874015748031495,-1.0669291338582678
1502,8468542,Paul Martin,19,USA,USA,73,200,D,2000,62,18,24,15,35,50,26,0,0,0,0,0,0,232,5365,yes,2.083333333333333,0.0,24.3,1.1259842519685035,-1.0669291338582678
1503,8468544,Filip Novak,18,CZE,EURO,72,203,D,2000,64,33,47,7,32,39,70,0,7,1,4,5,5,17,164,yes,0.8297872340425532,0.7142857142857143,206.91,-6.874015748031495,-0.06692913385826782
1504,8468545,David Morisset,19,CAN,CAN,73,191,R,2000,65,40,60,23,34,57,69,0,7,3,4,7,12,4,45,yes,0.95,1.0,54.0,9.125984251968504,1.933070866141732
1505,8468548,Joel Lundqvist,18,SWE,EURO,73,194,C,2000,68,36,35,12,17,29,8,0,6,2,3,5,2,36,408,yes,0.8285714285714286,0.8333333333333334,225.72,-1.8740157480314965,0.9330708661417322
1506,8468553,Sergei Zinovjev,20,RUS,EURO,70,185,C,2000,73,211,40,5,7,12,24,0,0,0,0,0,0,10,98,yes,0.3,0.0,1322.9699999999998,-8.874015748031496,-1.0669291338582678
1507,8468554,Igor Radulov,18,RUS,EURO,73,186,L,2000,74,65,31,17,16,33,0,0,0,0,0,0,0,43,546,yes,1.064516129032258,0.0,407.55,3.125984251968504,-1.0669291338582678
1508,8468558,Jozef Balej,18,SVK,EURO,72,195,R,2000,78,34,71,22,28,50,37,0,0,0,0,0,0,18,229,yes,0.7042253521126759,0.0,213.18,8.125984251968504,-1.0669291338582678
1509,8468560,Ryan Bayda,20,CAN,CAN,71,185,L,2000,80,58,44,17,23,40,30,0,0,0,0,0,0,78,990,yes,0.9090909090909092,0.0,78.30000000000003,3.125984251968504,-1.0669291338582678
