,id,PlayerName,DraftAge,Country,country_group,Height,Weight,Position,DraftYear,Overall,CSS_rank,rs_GP,rs_G,rs_A,rs_P,rs_PIM,rs_PlusMinus,po_GP,po_G,po_A,po_P,po_PIM,sum_7yr_GP,sum_7yr_TOI,GP_greater_than_0,rs_ppg,po_ppg,cescin,rs_gaa,po_gaa
604,12777,Jason Beckett,18,Canada,CAN,75,216,D,1998,42,44,71,1,11,12,241,1,5,0,0,0,16,0,0,no,0.16901408450704225,0.0,59.40000000000001,-13.299559471365638,-1.2819383259911894
605,12780,Dan Welch,19,USA,USA,70,194,R,2000,245,73,36,6,8,14,31,0,0,0,0,0,0,0,0,no,0.3888888888888889,0.0,98.55,-7.874015748031495,-1.0669291338582678
606,12795,Preston Mizzi,19,Canada,CAN,71,192,C,1999,123,94,67,29,29,58,74,15,5,2,3,5,15,0,0,no,0.8656716417910447,1.0,126.9,14.808695652173913,0.7217391304347827
607,12802,Christian Chartier,19,Canada,CAN,71,205,D,1999,199,84,62,2,14,16,71,-22,0,0,0,0,0,0,0,no,0.25806451612903225,0.0,113.4,-12.191304347826087,-1.2782608695652171
608,12831,Ray Dilauro,20,USA,USA,74,225,D,1999,246,192,35,4,8,12,12,0,0,0,0,0,0,0,0,no,0.3428571428571429,0.0,259.20000000000005,-10.191304347826087,-1.2782608695652171
609,12834,Justin Cox,18,Canada,CAN,72,185,C,1999,184,192,72,9,13,22,51,-10,7,1,0,1,13,0,0,no,0.3055555555555556,0.14285714285714285,259.20000000000005,-5.191304347826087,-0.2782608695652173
611,12847,Darcy Robinson,18,Canada,CAN,76,238,D,1999,233,74,48,3,6,9,86,-9,0,0,0,0,0,0,0,no,0.1875,0.0,99.9,-11.191304347826087,-1.2782608695652171
612,12848,Cliff Loya,19,USA,USA,74,205,D,2000,207,62,31,0,5,5,22,5,0,0,0,0,0,0,0,no,0.16129032258064516,0.0,83.7,-13.874015748031495,-1.0669291338582678
614,12877,Troy Riddle,19,USA,USA,70,174,C,2000,129,110,53,36,30,66,95,0,8,2,2,4,31,0,0,no,1.2452830188679245,0.5,148.5,22.125984251968504,0.9330708661417322
615,12911,Chris Dyment,20,USA,USA,75,207,D,1999,97,49,25,1,5,6,18,0,0,0,0,0,0,0,0,no,0.24,0.0,66.15,-13.191304347826087,-1.2782608695652171
616,12914,Tyler Scott,19,USA,USA,72,201,D,1999,268,192,0,0,0,0,0,0,0,0,0,0,0,0,0,no,0.0,0.0,259.20000000000005,-14.191304347826087,-1.2782608695652171
617,12916,Brad Woods,18,Canada,CAN,76,201,D,1999,169,192,58,1,5,6,42,-43,0,0,0,0,0,0,0,no,0.10344827586206896,0.0,259.20000000000005,-13.191304347826087,-1.2782608695652171
619,13250,Brad Voth,18,Canada,CAN,77,229,R,1998,157,92,70,5,8,13,244,-26,0,0,0,0,0,0,0,no,0.18571428571428567,0.0,124.2,-9.299559471365637,-1.2819383259911894
625,13435,Michael Jacobsen,18,Canada,CAN,73,201,D,1999,134,125,68,5,27,32,33,33,21,0,4,4,10,0,0,no,0.4705882352941176,0.19047619047619047,168.75,-9.191304347826087,-1.2782608695652171
636,13527,Andrew Mcpherson,20,Canada,CAN,72,190,C,1999,261,192,29,5,4,9,12,0,0,0,0,0,0,0,0,no,0.3103448275862069,0.0,259.20000000000005,-9.191304347826087,-1.2782608695652171
638,13559,Chris Bahen,20,Canada,CAN,73,187,D,2000,189,52,34,8,10,18,54,0,0,0,0,0,0,0,0,no,0.5294117647058824,0.0,70.2,-5.874015748031495,-1.0669291338582678
643,13631,Todd Jackson,19,USA,USA,70,181,L,2000,251,211,52,16,16,32,37,0,0,0,0,0,0,0,0,no,0.6153846153846154,0.0,284.85,2.125984251968504,-1.0669291338582678
646,13641,Michel Periard,19,Canada,CAN,71,185,D,1998,188,92,68,14,30,44,64,10,5,0,0,0,18,0,0,no,0.6470588235294118,0.0,124.2,-0.29955947136563843,-1.2819383259911894
656,13661,Miroslav Durak,18,Slovakia,EURO,77,220,D,1999,220,192,56,1,9,10,66,0,0,0,0,0,0,0,0,no,0.17857142857142858,0.0,1203.84,-13.191304347826087,-1.2782608695652171
659,13790,Kevin Clauson,20,USA,USA,77,218,D,1998,155,92,36,1,1,2,56,0,0,0,0,0,0,0,0,no,0.05555555555555555,0.0,124.2,-13.299559471365638,-1.2819383259911894
660,13797,Thatcher Bell,18,Canada,CAN,72,187,C,2000,71,23,53,26,43,69,61,13,5,0,0,0,15,0,0,no,1.30188679245283,0.0,31.05,12.125984251968505,-1.0669291338582678
685,14422,Ryan J. Murphy,20,USA,USA,73,205,L,1999,113,104,39,11,25,36,40,0,0,0,0,0,0,0,0,no,0.9230769230769232,0.0,140.4,-3.1913043478260867,-1.2782608695652171
700,14644,Kevin Mitchell,18,USA,USA,73,194,D,1998,234,92,65,10,46,56,73,11,13,1,9,10,14,0,0,no,0.8615384615384616,0.7692307692307693,124.2,-4.299559471365638,-0.2819383259911894
703,14724,Matt Shasby,19,USA,USA,74,201,D,1999,150,77,49,4,22,26,34,0,11,0,1,1,12,0,0,no,0.5306122448979592,0.09090909090909093,103.95,-10.191304347826087,-1.2782608695652171
725,14999,Brent Gauvreau,20,Canada,CAN,75,198,C,2000,186,211,61,34,53,87,74,2,5,1,2,3,4,0,0,no,1.4262295081967211,0.6,284.85,20.125984251968504,-0.06692913385826782
726,15001,Blake Evans,18,Canada,CAN,72,205,C,1998,251,92,73,19,34,53,131,-29,0,0,0,0,0,0,0,no,0.726027397260274,0.0,124.2,4.7004405286343625,-1.2819383259911894
731,15025,Alexei Tereschenko,20,Russia,EURO,70,185,C,2000,91,22,35,4,6,10,12,6,16,1,1,2,8,0,0,no,0.2857142857142857,0.125,137.94,-9.874015748031496,-0.06692913385826782
732,15027,Konstantin Panov,19,Russia,EURO,72,243,R,1999,131,70,62,33,30,63,62,17,13,5,3,8,10,0,0,no,1.0161290322580645,0.6153846153846154,438.9,18.808695652173913,3.7217391304347824
733,15028,Konstantin Gorovikov,22,Russia,EURO,72,176,C,1999,269,192,64,16,17,33,18,0,0,0,0,0,0,0,0,no,0.515625,0.0,1203.84,1.8086956521739133,-1.2782608695652171
753,15090,Maxim Birbraer,20,Israel,EURO,75,220,L,2000,67,41,51,56,38,94,58,12,0,0,0,0,0,0,0,no,1.843137254901961,0.0,257.07,42.1259842519685,-1.0669291338582678
757,15116,Ed Hill,19,USA,USA,74,218,D,1999,61,30,53,7,17,24,42,24,12,0,2,2,8,0,0,no,0.4528301886792453,0.16666666666666666,40.5,-7.191304347826088,-1.2782608695652171
758,15119,Steven Crampton,18,Canada,CAN,75,201,L,2000,248,65,69,22,20,42,91,-21,4,0,3,3,9,0,0,no,0.6086956521739131,0.75,87.75,8.125984251968504,-1.0669291338582678
759,15121,Ken Magowan,19,Canada,CAN,73,201,L,2000,198,145,58,31,37,68,88,0,0,0,0,0,0,0,0,no,1.1724137931034482,0.0,195.75,17.125984251968504,-1.0669291338582678
760,15241,Brett Lutes,18,Canada,CAN,73,187,L,2000,229,211,4,2,1,3,0,1,0,0,0,0,0,0,0,no,0.75,0.0,284.85,-11.874015748031495,-1.0669291338582678
761,15248,Brett Angel,18,Canada,CAN,77,220,D,1999,72,52,55,5,9,14,139,-15,4,0,0,0,0,0,0,no,0.2545454545454545,0.0,70.2,-9.191304347826087,-1.2782608695652171
762,15249,Sean O'Connor,19,Canada,CAN,75,223,R,2000,82,84,51,5,8,13,166,-2,2,0,0,0,2,0,0,no,0.2549019607843137,0.0,113.4,-8.874015748031496,-1.0669291338582678
764,15257,Tim Branham,19,USA,USA,74,194,D,2000,93,129,60,8,27,35,78,16,25,4,7,11,17,0,0,no,0.5833333333333334,0.44,174.15,-5.874015748031495,2.9330708661417324
772,15330,Warren Mccutcheon,18,Canada,CAN,76,201,C,2000,257,210,62,2,4,6,39,-20,0,0,0,0,0,0,0,no,0.0967741935483871,0.0,283.5,-11.874015748031495,-1.0669291338582678
774,15341,Jason Platt,19,USA,USA,73,209,D,2000,247,82,49,1,6,7,65,0,4,0,0,0,9,0,0,no,0.14285714285714285,0.0,110.7,-12.874015748031495,-1.0669291338582678
784,15576,Gregor Baumgartner,20,Austria,EURO,73,198,R,1999,156,192,68,33,58,91,14,4,23,8,8,16,8,0,0,no,1.338235294117647,0.6956521739130435,1203.84,18.808695652173913,6.721739130434782
788,15598,Chris Ovington,18,Canada,CAN,76,205,D,1998,148,92,68,2,13,15,72,4,5,0,0,0,2,0,0,no,0.22058823529411764,0.0,124.2,-12.299559471365638,-1.2819383259911894
791,15658,Peter Flache,18,Canada,CAN,77,227,C,2000,262,211,56,3,6,9,40,-9,0,0,0,0,0,0,0,no,0.16071428571428573,0.0,284.85,-10.874015748031496,-1.0669291338582678
795,15689,Darrell Hay,19,Canada,CAN,72,201,D,1999,271,157,72,13,49,62,87,27,12,2,10,12,22,0,0,no,0.8611111111111112,1.0,211.95,-1.1913043478260867,0.7217391304347827
806,15887,Andrew Ianiero,18,Canada,CAN,72,201,L,1999,154,73,68,21,26,47,81,-20,5,5,3,8,8,0,0,no,0.6911764705882353,1.6,98.55,6.808695652173912,3.7217391304347824
807,15899,Phil Cole,18,Canada,CAN,76,196,D,2000,125,69,51,1,6,7,112,-3,0,0,0,0,0,0,0,no,0.13725490196078433,0.0,93.15,-12.874015748031495,-1.0669291338582678
808,15946,Garrett Prosofsky,18,Canada,CAN,71,190,C,1998,139,46,71,28,42,70,76,-33,6,6,3,9,4,0,0,no,0.9859154929577464,1.5,62.1,13.700440528634362,4.718061674008809
810,15949,Tyler Hanchuck,18,Canada,CAN,75,234,D,2000,79,83,58,0,8,8,81,-3,6,0,0,0,8,0,0,no,0.13793103448275862,0.0,112.05,-13.874015748031495,-1.0669291338582678
811,15958,Jamie Chamberlain,18,Canada,CAN,73,190,R,1999,265,64,68,15,24,39,26,-1,4,0,1,1,4,0,0,no,0.5735294117647058,0.25,86.4,0.8086956521739133,-1.2782608695652171
812,15978,Matt Zultek,20,Canada,CAN,76,231,L,1999,56,192,56,33,33,66,71,35,9,6,2,8,4,0,0,no,1.1785714285714286,0.8888888888888888,259.20000000000005,18.808695652173913,4.721739130434782
814,16060,Brad Self,18,Canada,CAN,71,194,C,1999,235,192,48,17,12,29,8,14,5,1,0,1,4,0,0,no,0.6041666666666666,0.2,259.20000000000005,2.8086956521739133,-0.2782608695652173
817,16662,Jim Henkel,19,USA,USA,74,190,C,1998,217,92,37,34,37,71,0,0,0,0,0,0,0,0,0,no,1.9189189189189189,0.0,124.2,19.70044052863436,-1.2819383259911894
820,16723,Jeff Dwyer,20,USA,USA,74,205,D,2000,178,111,0,0,0,0,0,0,0,0,0,0,0,0,0,no,0.0,0.0,149.85000000000005,-13.874015748031495,-1.0669291338582678
822,16744,Artyom Chernov,18,Russia,EURO,71,207,L,2000,162,46,25,11,9,20,20,4,5,0,0,0,0,0,0,no,0.8,0.0,288.42,-2.8740157480314963,-1.0669291338582678
823,16858,Dusty Jamieson,18,Canada,CAN,74,196,L,1999,136,58,66,16,28,44,10,20,6,1,0,1,2,0,0,no,0.6666666666666666,0.16666666666666666,78.30000000000003,1.8086956521739133,-0.2782608695652173
824,16859,Chad Starling,19,Canada,CAN,78,205,D,1999,114,55,65,4,13,17,101,18,14,0,0,0,8,0,0,no,0.26153846153846155,0.0,74.25,-10.191304347826087,-1.2782608695652171
827,17101,Nate Kiser,18,USA,USA,73,225,D,2000,160,77,63,3,5,8,102,18,23,1,1,2,18,0,0,no,0.12698412698412698,0.08695652173913042,103.95,-10.874015748031496,-0.06692913385826782
829,17120,Peter Metcalf,20,USA,USA,72,201,D,1999,267,192,33,6,17,23,34,0,0,0,0,0,0,0,0,no,0.696969696969697,0.0,259.20000000000005,-8.191304347826087,-1.2782608695652171
830,17165,Jan Sochor,19,Czech Rep.,EURO,72,205,R,1999,161,78,47,10,11,21,14,7,0,0,0,0,0,0,0,no,0.44680851063829785,0.0,489.06,-4.191304347826087,-1.2782608695652171
831,17231,Maxim Spiridonov,20,Russia,EURO,70,185,R,1998,241,92,66,54,44,98,52,23,19,3,4,7,4,0,0,no,1.4848484848484849,0.3684210526315789,576.8399999999998,39.70044052863436,1.7180616740088106
832,17238,Edo Terglav,18,Slovenia,EURO,73,207,R,1998,249,49,46,17,27,44,40,-19,0,0,0,0,0,0,0,no,0.9565217391304348,0.0,307.23,2.7004405286343616,-1.2819383259911894
843,17798,Ryan Van Buskirk,20,Canada,CAN,74,214,D,2000,121,211,47,8,21,29,62,-2,7,1,2,3,16,0,0,no,0.6170212765957447,0.42857142857142855,284.85,-5.874015748031495,-0.06692913385826782
849,17859,Blair Stayzer,19,Canada,CAN,75,225,D,1999,190,137,62,12,19,31,140,-18,5,2,0,2,14,0,0,no,0.5,0.4,184.95,-2.1913043478260867,0.7217391304347827
851,17937,Chris Eade,18,Canada,CAN,74,201,D,2000,115,49,58,5,25,30,64,-18,3,0,0,0,4,0,0,no,0.5172413793103449,0.0,66.15,-8.874015748031496,-1.0669291338582678
887,18070,Yevgeni Kurilin,20,Belarus,EURO,71,172,C,1999,259,192,48,12,14,26,20,-5,0,0,0,0,0,0,0,no,0.5416666666666666,0.0,1203.84,-2.1913043478260867,-1.2782608695652171
893,18313,Louis Mandeville,18,Canada,CAN,75,236,D,2000,292,211,50,5,11,16,31,2,11,2,1,3,4,0,0,no,0.32,0.2727272727272727,284.85,-8.874015748031496,0.9330708661417322
894,18314,Milan Kopecky,19,Czech Rep.,EURO,72,183,C,2000,287,211,38,17,7,24,24,10,7,5,3,8,0,0,0,no,0.631578947368421,1.1428571428571428,1322.9699999999998,3.125984251968504,3.933070866141733
895,18315,Martin Paroulek,21,Czech Rep.,EURO,72,174,R,2000,278,211,48,11,14,25,26,11,8,1,1,2,4,0,0,no,0.5208333333333334,0.25,1322.9699999999998,-2.8740157480314963,-0.06692913385826782
896,18316,Jonathan Gauthier,20,Canada,CAN,74,196,D,2000,275,211,70,32,49,81,104,0,11,3,7,10,18,0,0,no,1.1571428571428573,0.9090909090909092,284.85,18.125984251968504,1.933070866141732
897,18318,Sean Kotary,19,USA,USA,72,181,C,2000,266,96,0,54,56,110,0,0,0,0,0,0,0,0,0,no,0.0,0.0,129.60000000000002,40.1259842519685,-1.0669291338582678
898,18319,Dmitri Altaryov,20,Russia,EURO,76,207,C,2000,264,211,44,10,7,17,40,-13,0,0,0,0,0,0,0,no,0.3863636363636364,0.0,1322.9699999999998,-3.874015748031496,-1.0669291338582678
899,18320,Alexander Shinkar,19,Russia,EURO,74,192,R,2000,254,211,36,10,9,19,14,0,8,0,0,0,0,0,0,no,0.5277777777777778,0.0,1322.9699999999998,-3.874015748031496,-1.0669291338582678
900,18321,David Hajek,20,Czech Rep.,EURO,75,205,D,2000,239,86,41,3,12,15,34,9,12,1,3,4,10,0,0,no,0.36585365853658536,0.3333333333333333,539.2199999999998,-10.874015748031496,-0.06692913385826782
901,18348,Vladislav Luchkin,18,Russia,EURO,73,212,C,2000,225,18,36,25,10,35,40,3,0,0,0,0,0,0,0,no,0.9722222222222222,0.0,112.86,11.125984251968504,-1.0669291338582678
902,18350,Lubos Velebny,18,Slovakia,EURO,74,214,D,2000,223,43,63,7,9,16,35,-10,0,0,0,0,0,0,0,no,0.25396825396825395,0.0,269.61,-6.874015748031495,-1.0669291338582678
903,18371,Marek Priechodsky,21,Slovakia,EURO,74,205,D,2000,222,211,37,2,9,11,58,0,0,0,0,0,0,0,0,no,0.2972972972972973,0.0,1322.9699999999998,-11.874015748031495,-1.0669291338582678
904,18374,Igor Samoilov,18,Russia,EURO,72,194,D,2000,217,29,42,0,4,4,34,5,0,0,0,0,0,0,0,no,0.09523809523809523,0.0,181.83,-13.874015748031495,-1.0669291338582678
905,18376,Vasili Bizyayev,18,Russia,EURO,72,194,L,2000,213,211,10,2,1,3,2,0,0,0,0,0,0,0,0,no,0.3,0.0,1322.9699999999998,-11.874015748031495,-1.0669291338582678
906,18377,Yevgeni Fyodorov,20,Russia,EURO,70,196,C,2000,201,211,44,6,9,15,24,6,3,0,1,1,4,0,0,no,0.3409090909090909,0.3333333333333333,1322.9699999999998,-7.874015748031495,-1.0669291338582678
907,18378,Paul Ballantyne,18,Canada,CAN,75,201,D,2000,196,60,58,4,15,19,60,17,17,2,3,5,17,0,0,no,0.3275862068965517,0.29411764705882354,81.0,-9.874015748031496,0.9330708661417322
908,18379,Colin Shields,20,Scotland,EURO,71,181,C,2000,195,211,59,50,54,104,44,4,3,1,3,4,2,0,0,no,1.7627118644067796,1.3333333333333333,1322.9699999999998,36.1259842519685,-0.06692913385826782
909,18444,Igor Shadilov,19,Russia,EURO,75,207,D,1999,249,192,39,2,9,11,15,0,0,0,0,0,0,0,0,no,0.28205128205128205,0.0,1203.84,-12.191304347826087,-1.2782608695652171
910,18471,Mirko Murovic,18,Switzerlan,EURO,75,209,L,1999,108,67,69,21,33,54,60,-2,4,0,1,1,2,0,0,no,0.7826086956521741,0.25,420.09,6.808695652173912,-1.2782608695652171
911,18506,Yuri Dobryshkin,20,Russia,EURO,72,187,L,1999,159,18,57,16,7,23,86,4,0,0,0,0,0,0,0,no,0.4035087719298245,0.0,112.86,1.8086956521739133,-1.2782608695652171
912,18518,Flavien Conne,20,Switzerlan,EURO,70,179,R,2000,250,211,58,24,25,49,99,-1,4,0,1,1,0,0,0,no,0.8448275862068966,0.25,1322.9699999999998,10.125984251968504,-1.0669291338582678
913,18536,Mikhail Donika,20,Russia,EURO,71,203,D,1999,272,192,50,2,4,6,16,1,0,0,0,0,0,0,0,no,0.12,0.0,1203.84,-12.191304347826087,-1.2782608695652171
914,18537,Alexei Litvinenko,19,Kazakhstan,EURO,77,223,D,1999,262,192,41,3,5,8,85,-6,0,0,0,0,0,0,0,no,0.1951219512195122,0.0,1203.84,-11.191304347826087,-1.2782608695652171
915,18538,Brian Gornick,19,USA,USA,79,218,C,1999,258,187,34,10,11,21,20,0,0,0,0,0,0,0,0,no,0.6176470588235294,0.0,252.45,-4.191304347826087,-1.2782608695652171
916,18539,Alexei Bulatov,21,Russia,EURO,74,203,L,1999,254,192,48,21,16,37,24,0,0,0,0,0,0,0,0,no,0.7708333333333334,0.0,1203.84,6.808695652173912,-1.2782608695652171
917,18556,Andrei Kruchinin,20,Russia,EURO,73,196,D,1998,189,92,50,0,6,6,75,6,0,0,0,0,0,0,0,no,0.12,0.0,576.8399999999998,-14.299559471365638,-1.2819383259911894
918,18562,Vladimir Gorbunov,18,Russia,EURO,73,198,C,2000,105,211,49,20,12,32,42,0,0,0,0,0,0,0,0,no,0.6530612244897959,0.0,1322.9699999999998,6.125984251968505,-1.0669291338582678
929,18783,Alexander Zevakhin,18,Russia,EURO,72,203,R,1998,54,5,48,17,18,35,26,-3,0,0,0,0,0,0,0,no,0.7291666666666666,0.0,31.35,2.7004405286343616,-1.2819383259911894
930,18843,Maxim Rybin,18,Russia,EURO,69,201,L,1999,141,21,48,14,10,24,58,-1,0,0,0,0,0,0,0,no,0.5,0.0,131.67,-0.19130434782608674,-1.2782608695652171
931,18844,Dmitri Upper,22,Kazakhstan,EURO,73,203,C,2000,136,211,43,20,10,30,66,7,5,1,1,2,4,0,0,no,0.6976744186046512,0.4,1322.9699999999998,6.125984251968505,-0.06692913385826782
932,18845,Alexander Drozdetsky,19,Russia,EURO,73,174,R,2000,94,51,35,6,1,7,12,0,4,0,0,0,0,0,0,no,0.2,0.0,319.77,-7.874015748031495,-1.0669291338582678
939,19001,Ryan Held,18,Canada,CAN,73,194,C,1998,257,92,59,15,16,31,35,-4,6,1,0,1,7,0,0,no,0.5254237288135594,0.16666666666666666,124.2,0.7004405286343616,-0.2819383259911894
961,19111,Alexander Tatarinov,18,Russia,EURO,71,216,R,2000,53,23,45,14,12,26,105,6,0,0,0,0,0,0,0,no,0.5777777777777777,0.0,144.20999999999995,0.1259842519685037,-1.0669291338582678
962,19112,Rail Rozakov,18,Russia,EURO,73,207,D,1999,106,15,37,0,1,1,18,-1,0,0,0,0,0,0,0,no,0.027027027027027032,0.0,94.05,-14.191304347826087,-1.2782608695652171
963,19117,Dmitri Levinsky,18,Russia,EURO,73,203,R,1999,46,11,11,4,1,5,6,-1,0,0,0,0,0,0,0,no,0.4545454545454545,0.0,68.97,-10.191304347826087,-1.2782608695652171
965,19122,Alexander Seluyanov,18,Russia,EURO,74,190,D,2000,128,34,37,4,7,11,18,2,0,0,0,0,0,0,0,no,0.2972972972972973,0.0,213.18,-9.874015748031496,-1.0669291338582678
966,19126,Vladimir Malenkikh,19,Russia,EURO,74,205,D,1999,157,192,47,6,3,9,70,0,0,0,0,0,0,0,0,no,0.1914893617021277,0.0,1203.84,-8.191304347826087,-1.2782608695652171
988,19448,Jeff Bateman,18,Canada,CAN,73,190,L,1999,126,107,68,23,35,58,27,-49,0,0,0,0,0,0,0,no,0.8529411764705882,0.0,144.45000000000005,8.808695652173913,-1.2782608695652171
989,19565,Ruslan Bernikov,23,Russia,EURO,74,225,L,2000,139,211,27,5,7,12,16,0,5,3,1,4,2,0,0,no,0.4444444444444444,0.8,1322.9699999999998,-8.874015748031496,1.933070866141732
992,19633,Robert Mulick,19,Canada,CAN,74,203,D,1998,185,92,61,0,10,10,109,-16,0,0,0,0,0,0,0,no,0.16393442622950818,0.0,124.2,-14.299559471365638,-1.2819383259911894
995,20195,Stepan Mokhov,18,Russia,EURO,72,220,D,1999,63,27,33,3,1,4,40,0,0,0,0,0,0,0,0,no,0.12121212121212123,0.0,169.29,-11.191304347826087,-1.2782608695652171
996,20500,Sergei Kuznetsov,18,Russia,EURO,72,198,L,1998,146,11,28,5,3,8,14,0,0,0,0,0,0,0,0,no,0.2857142857142857,0.0,68.97,-9.299559471365637,-1.2819383259911894
1001,20971,Mark Kosick,19,Canada,CAN,72,187,C,1998,211,92,45,14,32,46,18,12,0,0,0,0,0,0,0,no,1.022222222222222,0.0,124.2,-0.29955947136563843,-1.2819383259911894
1002,20976,Jean-Philippe Morin,18,Canada,CAN,73,203,D,1998,109,92,53,4,15,19,95,-7,0,0,0,0,0,0,0,no,0.3584905660377358,0.0,124.2,-10.299559471365637,-1.2819383259911894
1003,21005,Artyom Kryukov,18,Russia,EURO,76,220,C,2000,15,14,18,4,5,9,18,0,0,0,0,0,0,0,0,no,0.5,0.0,87.78,-9.874015748031496,-1.0669291338582678
1004,21045,Konstantin Rudenko,18,Kazakhstan,EURO,69,176,L,1999,160,192,28,15,9,24,67,0,0,0,0,0,0,0,0,no,0.8571428571428571,0.0,1203.84,0.8086956521739133,-1.2782608695652171
1006,21101,Shaun Norrie,18,Canada,CAN,75,192,R,2000,184,112,67,12,13,25,94,11,13,3,2,5,8,0,0,no,0.373134328358209,0.38461538461538464,151.20000000000005,-1.8740157480314965,1.933070866141732
1009,21700,Scotty Balan,18,Canada,CAN,75,205,D,2000,106,45,67,3,11,14,157,-4,7,0,1,1,17,0,0,no,0.20895522388059698,0.14285714285714285,60.75000000000001,-10.874015748031496,-1.0669291338582678
1010,22137,Yevgeni Bumagin,18,Kazakhstan,EURO,72,176,R,2000,260,211,53,23,17,40,36,0,0,0,0,0,0,0,0,no,0.7547169811320755,0.0,1322.9699999999998,9.125984251968504,-1.0669291338582678
1011,22615,Wade Davis,18,Canada,CAN,77,216,D,2000,141,51,61,3,15,18,59,32,13,0,2,2,15,0,0,no,0.29508196721311475,0.15384615384615385,68.85000000000001,-10.874015748031496,-1.0669291338582678
1012,22656,Pavel Kasparik,20,Czech Rep.,EURO,74,214,C,1999,200,25,51,20,23,43,0,0,0,0,0,0,0,0,0,no,0.8431372549019608,0.0,156.75,5.808695652173912,-1.2782608695652171
1013,22669,Michal Travnicek,18,Czech Rep.,EURO,73,216,L,1998,228,66,49,21,22,43,2,0,0,0,0,0,0,0,0,no,0.8775510204081632,0.0,413.82,6.7004405286343625,-1.2819383259911894
1015,22794,Radek Matejovsky,21,Czech Rep.,EURO,73,196,R,1998,250,92,52,9,4,13,20,0,3,0,0,0,0,0,0,no,0.25,0.0,576.8399999999998,-5.2995594713656375,-1.2819383259911894
1018,24053,Jan Fadrny,18,Czech Rep.,EURO,72,196,C,1998,169,30,32,8,6,14,14,0,3,0,0,0,4,0,0,no,0.4375,0.0,188.1,-6.2995594713656375,-1.2819383259911894
1019,24113,Tim Smith,19,Canada,CAN,69,185,C,2000,272,211,71,26,70,96,65,29,15,7,7,14,32,0,0,no,1.352112676056338,0.9333333333333332,284.85,12.125984251968505,5.933070866141733
1020,24736,Michal Pinc,19,Czech Rep.,EURO,71,176,C,2000,142,74,58,19,43,62,131,5,11,0,5,5,18,0,0,no,1.0689655172413792,0.4545454545454545,463.98,5.125984251968505,-1.0669291338582678
1021,25698,Jan Bohac,18,Czech Rep.,EURO,75,201,C,2000,87,25,60,9,12,21,12,6,7,0,1,1,4,0,0,no,0.35,0.14285714285714285,156.75,-4.874015748031495,-1.0669291338582678
1022,26094,Seneque Hyacinthe,18,Canada,CAN,72,207,R,1999,178,147,63,24,33,57,106,-7,4,0,2,2,2,0,0,no,0.9047619047619048,0.5,198.45,9.808695652173913,-1.2782608695652171
1023,26096,Jonathan Gagnon,18,Canada,CAN,73,198,L,1998,181,92,69,15,26,41,79,0,4,2,3,5,12,0,0,no,0.5942028985507246,1.25,124.2,0.7004405286343616,0.7180616740088106
1026,27219,Tomas Skvaridlo,18,Slovakia,EURO,74,209,R,1999,144,22,52,22,13,35,46,11,0,0,0,0,0,0,0,no,0.6730769230769231,0.0,137.94,7.808695652173912,-1.2782608695652171
1028,27901,Jerome Marois,18,Canada,CAN,73,194,L,1999,253,95,52,8,15,23,48,12,12,0,4,4,13,0,0,no,0.4423076923076923,0.3333333333333333,128.25,-6.191304347826088,-1.2782608695652171
1029,27991,Premysl Duben,19,Czech Rep.,EURO,75,216,D,2000,112,77,46,4,3,7,46,11,11,0,1,1,4,0,0,no,0.15217391304347827,0.09090909090909093,482.79,-9.874015748031496,-1.0669291338582678
1031,28082,Arne Ramholt,24,Switzerlan,EURO,75,194,D,2000,291,211,34,0,4,4,12,0,7,0,2,2,16,0,0,no,0.1176470588235294,0.2857142857142857,1322.9699999999998,-13.874015748031495,-1.0669291338582678
1033,28514,Ladislav Vlcek,19,Czech Rep.,EURO,73,185,C,2000,192,211,60,22,18,40,24,4,5,2,2,4,4,0,0,no,0.6666666666666666,0.8,1322.9699999999998,8.125984251968504,0.9330708661417322
1035,30696,Brent Hobday,19,Canada,CAN,72,185,L,1998,111,92,68,21,22,43,122,-17,4,2,0,2,4,0,0,no,0.6323529411764706,0.5,124.2,6.7004405286343625,0.7180616740088106
1036,30842,Vaclav Zavoral,18,Czech Rep.,EURO,75,214,D,1999,151,10,51,3,10,13,4,1,0,0,0,0,0,0,0,no,0.2549019607843137,0.0,62.7,-11.191304347826087,-1.2782608695652171
1037,31403,Andrei Troshchinsky,20,Kazakhstan,EURO,75,185,C,1998,170,92,45,18,15,33,54,-8,0,0,0,0,0,0,0,no,0.7333333333333333,0.0,576.8399999999998,3.7004405286343616,-1.2819383259911894
1038,31480,Lubomir Pistek,18,Slovakia,EURO,74,198,L,1998,222,49,55,16,35,51,60,0,0,0,0,0,0,0,0,no,0.9272727272727272,0.0,307.23,1.7004405286343616,-1.2819383259911894
1040,34272,Derrick Byfuglien,20,USA,USA,73,196,D,2000,122,126,50,5,11,16,106,0,0,0,0,0,0,0,0,no,0.32,0.0,170.10000000000005,-8.874015748031496,-1.0669291338582678
1051,41694,Trevor Ettinger,18,Canada,CAN,77,225,D,1998,159,92,50,1,2,3,181,-5,3,0,0,0,7,0,0,no,0.06,0.0,124.2,-13.299559471365638,-1.2819383259911894
